City,State,Total Sales,Latitude,Longitude
tumiritinga,MG,10,-18.984352922385874,-41.64676435687509
aracatu,BA,10,-14.417742491973552,-41.44989365700188
caridade,CE,10,-4.233546845662752,-39.20147760153702
ubai,MG,10,-16.289790276731377,-44.782742131884575
rodolfo fernandes,RN,10,-5.788067872465967,-38.060677808619474
aragoiania,GO,10,-16.9108367677532,-49.44976584906477
ibitiara,BA,10,-12.628275563968122,-42.23468695644082
divinopolis do tocantins,TO,10,-9.801086860973687,-49.2151278751265
divino de sao lourenco,ES,10,-20.617912353901264,-41.68835153581051
jampruca,MG,10,-18.477381116904393,-41.78546634959449
balbinos,SP,10,-21.901262418619652,-49.356838571590075
jaquirana,RS,10,-28.883868504785404,-50.35770961102709
tome-acu,PA,10,-2.400639341514076,-48.144733966147115
cassia dos coqueiros,SP,10,-21.28120935589544,-47.16841463253726
baianopolis,BA,10,-12.305735200023038,-44.538576684511476
celina,ES,10,-19.942115887561506,-40.67228393160809
terra nova,PE,10,-8.228592955312184,-39.3767517175978
tenente ananias,RN,10,-6.464058503206672,-38.179981083222955
pium,TO,10,-10.441796768345636,-49.17797610985666
paiva,MG,10,-21.29024880368898,-43.41757839139303
planaltina de goias,GO,10,-15.453416891754461,-47.59922272600537
monte castelo,SC,10,-26.462108605497413,-50.231020417457984
monte alegre de sergipe,SE,10,-10.02798245492161,-37.56295538981719
santa lucia,PR,10,-25.405714654907555,-53.56701386489992
esperantina,TO,10,-5.365092806593161,-48.541468241131625
vieiras,MG,9,-20.864900117199614,-42.24489964824615
girau do ponciano,AL,9,-9.884218075749796,-36.82478093494157
taparuba,MG,9,-19.76348777029724,-41.613996982306276
ibarama,RS,9,-29.42229433913953,-53.12734721645147
nova fatima,BA,9,-11.608046455607308,-39.63091044676819
santo amaro das brotas,SE,9,-10.787406982793302,-37.05256509979146
praia grande,ES,9,-20.039370918646664,-40.18633066638172
santo expedito,SP,9,-21.85186391776178,-51.394558865949115
crominia,GO,9,-17.28903223581148,-49.37533402471243
santo antonio do taua,PA,9,-1.1484932910759325,-48.12937359839819
palminopolis,GO,9,-16.793291938015578,-50.16327188660703
desterro,PB,9,-7.289328572200058,-37.08906656945403
ipiranga de goias,GO,9,-15.172290559731742,-49.67172927990588
cujubim,RO,9,-9.362648885422901,-62.58308511989003
parnarama,MA,9,-5.682049024422159,-43.094202384936224
brejo dos santos,PB,9,-6.376984640866801,-37.82517086477762
presidente janio quadros,BA,9,-14.6857193216481,-41.680696684843056
mamonas,MG,9,-15.047680766944374,-42.9518773445246
vitoria,PR,9,-25.272807023543834,-50.07009121273323
silvanopolis,TO,9,-11.162527976751385,-48.141224978837464
wagner,BA,9,-12.282235919638431,-41.1678538349833
ibertioga,MG,9,-21.433524147700908,-43.962985498638254
bocaina,PI,9,-6.945448525747536,-41.322426257288704
coronel pacheco,MG,9,-21.593698960032746,-43.27374596923992
itaara,RS,9,-29.594889398612807,-53.77118646890408
paripueira,AL,9,-9.462653803070658,-35.546981410965365
correntes,PE,9,-9.130222956872599,-36.328720148830016
maribondo,AL,9,-9.575595757691445,-36.30313031068422
japoata,SE,9,-10.349695437594994,-36.8049329594188
sao benedito do sul,PE,9,-8.806426593448537,-35.91851387223409
japaratuba,SE,9,-10.591401022142428,-36.94273691848698
ponte alta do norte,SC,9,-27.164118597254408,-50.46914219331401
jacareacanga,PA,9,-6.221586289602456,-57.75989059534457
areial,PB,9,-7.048617955582523,-35.92421174107332
itaguari,GO,9,-15.920650920587102,-49.60473019195852
divinopolis de goias,GO,9,-13.284321049318722,-46.422388450530356
pocao,PE,9,-8.185329571778535,-36.70592893287715
umburanas,BA,9,-10.731455413955146,-41.32330803113113
remigio,PB,9,-6.965037603975523,-35.79492003219432
gilbues,PI,9,-9.831770898210245,-45.339147759682525
gentio do ouro,BA,9,-11.430397447067516,-42.505532819090526
barra do jacare,PR,9,-23.112718429096926,-50.175860427059064
baixa grande do ribeiro,PI,9,-7.942178423812063,-45.21074219498413
pirapo,PR,9,-23.560255853381136,-51.52992298520176
itaoca,SP,9,-24.640164777820573,-48.83856461072001
francisco santos,PI,9,-6.994608505232481,-41.13486505641683
portela,RJ,9,-14.490086864717954,-38.324587978612584
caseiros,RS,9,-28.269883928654377,-51.70105753770166
magalhaes de almeida,MA,9,-3.3953168909890556,-42.20515818700893
pequizeiro,TO,9,-8.596253471656617,-48.934494426926754
tracunhaem,PE,9,-7.802056206299442,-35.23636556057312
arembepe,BA,9,-12.724844654264318,-38.21638960124643
formosa da serra negra,MA,9,-6.4405775544740145,-46.18830745383653
porto de pedras,AL,9,-9.156245682424096,-35.30990791947603
apuarema,BA,9,-13.856202510870684,-39.74443001031547
porteiras,CE,9,-7.533475391323782,-39.1145132281467
candeal,BA,9,-11.807183359062552,-39.119634262142434
iguatu,PR,9,-24.713554264763143,-53.08711285421634
imaculada,PB,9,-7.387134648529149,-37.508443536306565
quatituba,MG,9,-19.413304362076545,-41.24778556412989
agua fria de goias,GO,9,-14.974495376227203,-47.784387063729895
nova roma,GO,9,-13.741768116589894,-46.88193670411448
alagoa nova,PB,8,-7.06196902730586,-35.76440866320551
lucena,PB,8,-6.936983886347711,-34.86423852158912
ressaquinha,MG,8,-21.06292006093904,-43.76295699057982
machadinho,RS,8,-27.567860111684137,-51.668006307550215
carnaubais,RN,8,-5.337629724298077,-36.836622366911385
sao jose do divino,PI,8,-3.811342009204952,-41.8317265701314
uruburetama,CE,8,-3.6222970573944466,-39.50775254727834
prata,PB,8,-7.695357031232389,-37.083525760538954
grupiara,MG,8,-18.497151493202743,-47.72288435738122
alegria,RS,8,-27.805520589330726,-54.04381783353756
pureza,RJ,8,-21.58966622636175,-41.84131123934596
ibiracatu,MG,8,-15.657789100148847,-44.15704395963523
nova boa vista,RS,8,-27.993076016155623,-52.98077395884462
sao mamede,PB,8,-6.927206086483197,-37.09682003739722
carajas,PA,8,-12.521263887473877,-48.4034936003218
maquine,RS,8,-29.657982816170207,-50.210125920847354
campos verdes,GO,8,-14.264870897670123,-49.65672387213477
itaguacu,GO,8,-17.65104415356,-49.778578570738425
leopolis,PR,8,-23.079269903595492,-50.75015201417223
anadia,AL,8,-9.684047221479462,-36.30329345457926
novo itacolomi,PR,8,-23.764646287133385,-51.50670842013357
novo lino,AL,8,-8.941894740161603,-35.66285816233696
sao vicente ferrer,MA,8,-2.8966639228052817,-44.88312307798771
silveira martins,RS,8,-29.64558052160323,-53.584352775643254
jaraguari,MS,8,-20.100640095297784,-54.435533207188456
teresina de goias,GO,8,-13.764676069232092,-47.26343592050128
morro redondo,RS,8,-31.59224096153106,-52.624349365652066
sucesso,CE,8,-4.942380930005896,-40.53798304931322
erebango,RS,8,-27.85525362750013,-52.30090590669332
estrela velha,RS,8,-29.18037207551168,-53.15878973188537
colonia castrolanda,PR,8,-23.702852723394397,-46.401558774842776
pindoba,AL,8,-9.475011165772862,-36.288993222832076
pingo-d'agua,MG,8,-19.727723887298332,-42.411424311818216
angelina,SC,8,-27.581448262878546,-48.98437321816895
turmalina,SP,8,-20.05371017677064,-50.47593546260911
fatima,TO,8,-10.759367928272509,-48.90262228145341
murucupi,PA,8,-1.5652783051019359,-48.76153466791708
porto estrela,MT,8,-15.330652531522224,-57.20152716804661
parisi,SP,8,-20.305991533548113,-50.011150681476224
adhemar de barros,PR,8,-22.694008556222283,-52.7197073050395
tanque d'arca,AL,8,-9.534311823420321,-36.43445094191161
rancho alegre,PR,8,-23.07183586293734,-50.9144305867841
coxilha,RS,8,-28.126926574906292,-52.29683663059865
abaiara,CE,8,-7.355970069538574,-39.04326684653225
diamante d'oeste,PR,8,-24.942648190021544,-54.103996701861185
cristinapolis,SE,8,-11.476632358828466,-37.75550801771327
joaquim pires,PI,8,-3.505859167072549,-42.178031059879274
taquarucu do sul,RS,8,-27.399669328230893,-53.46660094596828
barao ataliba nogueira,SP,8,-22.385054284853233,-46.746542723742934
engenheiro balduino,SP,8,-20.68326474868028,-49.689783118793244
araruna,PB,8,-6.534118134203998,-35.743283898915735
jacigua,ES,8,-20.706822352054118,-41.01712786426433
arara,PB,8,-6.8277176355033395,-35.76039334973399
botuvera,SC,8,-27.200822028030466,-49.07837365853379
lagoa dos patos,MG,8,-16.985899346747413,-44.589809914457916
porto grande,AP,8,0.7076814373174959,-51.409521108823526
frutuoso gomes,RN,8,-6.160260776209854,-37.84142954570843
mutunopolis,GO,8,-13.727410670101689,-49.28483790809085
goianorte,TO,8,-8.77403362277547,-48.93506587266363
frei gaspar,MG,8,-18.072821160182723,-41.48887756040024
itaicaba,CE,8,-4.687416485761231,-37.831472754616385
centro novo do maranhao,MA,8,-2.1684834131123454,-46.1599089757423
marques de souza,RS,8,-29.318238481155298,-52.10234534056146
goncalves dias,MA,8,-5.155139372520467,-44.29949886716379
gongogi,BA,8,-14.32390525367105,-39.46624427008673
cacaulandia,RO,7,-10.339510122396385,-62.908736720340116
lamim,MG,7,-20.7880292437573,-43.47340340801194
caem,BA,7,-11.118310942017905,-40.38588962424043
novo mundo,MT,7,-9.976150218645609,-55.17614572429788
caicara do norte,RN,7,-5.063243389938777,-36.050896625534854
novo planalto,GO,7,-13.240386889753703,-49.5085673527126
sao jose do divino,MG,7,-18.48039799268009,-41.38768307328638
satiro dias,BA,7,-11.604902467545605,-38.58297471555834
nossa senhora de lourdes,SE,7,-10.078082211566453,-37.05431618159144
paulista,PB,7,-6.598157385902737,-37.62316567219393
pedra do indaia,MG,7,-20.259062543869174,-45.20981047713513
madalena,CE,7,-4.839586143543085,-39.562180535227164
pedranopolis,SP,7,-20.249019180478523,-50.11025425817822
governador eugenio barros,MA,7,-5.3278572370285096,-44.228096485780966
cachoeira do brumado,MG,7,-20.39476345719793,-43.27792861411475
itaguacu da bahia,BA,7,-11.009287926007138,-42.398968396755905
coronel domingos soares,PR,7,-26.224443703744928,-52.03014345171145
lago verde,MA,7,-4.042075045671999,-44.93628718835082
sao bonifacio,SC,7,-27.895470380745763,-48.93147166884187
montadas,PB,7,-7.08689252783847,-35.95922466090243
aurilandia,GO,7,-16.680314629621517,-50.46548871939164
tocos do moji,MG,7,-22.369653006249514,-46.09599002951794
erico cardoso,BA,7,-13.42299216873514,-42.12908931383731
ingai,MG,7,-21.40247034075929,-44.92081235917165
santa terezinha,PE,7,-7.375556335967089,-37.478828639777795
palhano,CE,7,-4.74539413289386,-37.96171067139869
monte alegre,RN,7,-6.071253831492916,-35.33579225376838
santa luzia do norte,AL,7,-9.601084296363338,-35.823857108129
trabiju,SP,7,-22.039168711574966,-48.338877795076094
florania,RN,7,-6.124391500745241,-36.81320581678413
serranopolis de minas,MG,7,-15.80955459225718,-42.87138430389349
fernao,SP,7,-22.3603053454684,-49.521103743360264
erere,CE,7,-6.031735490122187,-38.34898110650219
farol,PR,7,-24.095231428626477,-52.62324187707923
santa cruz do piaui,PI,7,-7.180971606898979,-41.76531048692801
tururu,CE,7,-3.598104898072363,-39.43614668673904
mato rico,PR,7,-24.70265616418271,-52.16003292360807
senador salgado filho,RS,7,-28.0257982976049,-54.54445219094282
pindorama do tocantins,TO,7,-11.143886531031116,-47.57513582310215
apore,GO,7,-18.962628411703154,-51.92694163039694
mata,RS,7,-29.561196046536818,-54.45690682544127
cocais,MG,7,-19.85988959923245,-43.4505340933806
frei rogerio,SC,7,-27.176183584357766,-50.80152181447459
angical,BA,7,-12.006384427285656,-44.698162626990054
caxambu do sul,SC,7,-27.156566797236515,-52.886253954811046
itape,BA,7,-14.895676991964441,-39.42531918821103
itaju do colonia,BA,7,-15.150717043705992,-39.68290974393466
mariano moro,RS,7,-27.351152029483522,-52.144949415883694
guimaraes,MA,7,-2.131028433834202,-44.61234880330552
canapolis,BA,7,-13.076519222853571,-44.202022690107064
mansidao,BA,7,-10.719509150237368,-44.034708491994536
iomere,SC,7,-27.001885400627323,-51.240532068507044
ibiara,PB,7,-7.503534731556231,-38.40753533783616
paulistania,SP,7,-22.57807210421951,-49.40335898887546
sao tome,RN,7,-5.974232459053326,-36.075158879164356
manoel urbano,AC,7,-8.838577670536376,-69.2613848114748
mossamedes,GO,7,-16.12487871742203,-50.213774595074355
presidente nereu,SC,7,-27.279576469573353,-49.388440475540676
sitio novo,MA,7,-5.878850097941902,-46.70322439970932
rancho alegre d'oeste,PR,7,-24.302521866513157,-52.95856558153324
ipaumirim,CE,6,-6.790646119564045,-38.719132220054114
almino afonso,RN,6,-6.156661133294901,-37.76798045849731
riachuelo,SE,6,-10.731420744931947,-37.18688734133239
alto alegre do iguacu,PR,6,-24.188910853239225,-52.68736571698068
nova aurora,GO,6,-18.058841003145673,-48.25624234618963
redencao do gurgueia,PI,6,-9.48700692216847,-44.584755263416604
ibicuitinga,CE,6,-4.968975917103503,-38.63460467283003
campo grande do piaui,PI,6,-7.143079300003445,-41.0416549645165
campinacu,GO,6,-13.809214572879256,-48.56732298895772
mae d'agua,PB,6,-7.244857649640924,-37.41807066724696
alegrete do piaui,PI,6,-7.241636248140669,-40.84802329456374
aiuaba,CE,6,-6.591323153309079,-40.14777658974346
cariri do tocantins,TO,6,-11.916045581854561,-49.17071931098784
riacho da cruz,RN,6,-5.936201406744587,-37.948388305052276
aguas frias,SC,6,-26.88121528807032,-52.86017603229269
vereda,BA,6,-17.256416719034622,-40.02070527103256
pedras altas,RS,6,-31.733494061399885,-53.58524588786562
macieira,SC,6,-26.855407180080487,-51.37578670302245
pedra lavrada,PB,6,-6.7576486810483125,-36.467601490733436
pedra branca,PB,6,-7.428534985166792,-38.070508598916206
rio rufino,SC,6,-27.863825563596833,-49.782550034819245
laranjal,PR,6,-24.891271105337353,-52.47621114571882
sao joao do sabugi,RN,6,-6.716168892426116,-37.20230176894134
alto paraiso,PR,6,-23.506786676066692,-53.72913819903985
novo brasil,ES,6,-19.253832623962595,-40.505693628063305
cairu,BA,6,-13.484783183416193,-39.02506035910309
altamira do parana,PR,6,-24.799898082312165,-52.71554135634432
novo alegre,TO,6,-12.914293720508391,-46.573881438456446
protasio alves,RS,6,-28.759340010621315,-51.47487876452838
calcado,PE,6,-8.742144182486907,-36.33608076828514
ipiranga do sul,RS,6,-27.936841805701704,-52.42693685258049
varzedo,BA,6,-12.975637877921054,-39.39517292805734
humberto de campos,MA,6,-2.6262256796164127,-43.483555877271336
bonito de santa fe,PB,6,-7.313342946555163,-38.51421804158558
treviso,SC,6,-28.50902882081779,-49.45911120379162
mimoso de goias,GO,6,-15.058480568297375,-48.16143213393636
cerro grande,RS,6,-27.60869029653912,-53.16581406302645
uniao do oeste,SC,6,-26.773887306606184,-52.85390190900273
anguera,BA,6,-12.150150399595153,-39.24608673614469
claraval,MG,6,-20.402210771424148,-47.28558949096743
lagoa real,BA,6,-14.036183094242967,-42.14169897295571
cerro negro,SC,6,-27.79664291656152,-50.873465382459194
glicerio,RJ,6,-22.238800473222938,-42.07117007713796
sandolandia,TO,6,-12.539124727261614,-49.92670815416317
chiapetta,RS,6,-27.91889257251547,-53.940101831673275
flora rica,SP,6,-21.676775147441617,-51.380609253790375
chorozinho,CE,6,-4.3149785027321625,-38.48867078143498
sao joao batista,MA,6,-2.9626094630809097,-44.80641318512553
apora,BA,6,-13.4688355351923,-39.240259895855324
itaporanga d'ajuda,SE,6,-11.012310874864836,-37.32024797202018
sacra familia do tingua,RJ,6,-22.483336948061773,-43.60163149588595
saboeiro,CE,6,-6.535436253616109,-39.88118693992731
engenheiro passos,RJ,6,-22.056619499199538,-44.99224961571747
morro da garca,MG,6,-18.543011590275103,-44.60180934821425
feliz deserto,AL,6,-10.294557012705399,-36.30850465794615
silvano,MG,6,-18.83912726781643,-46.94672164246674
dois riachos,AL,6,-9.387081056889096,-37.08918597630651
santa salete,SP,6,-20.245550338689522,-50.69013593805437
jaupaci,GO,6,-16.18353920367387,-50.95324986097566
atalaia,AL,6,-9.506693572289144,-36.01488129857166
traipu,AL,6,-9.96793244548259,-37.00287410022483
arenopolis,GO,6,-16.385574623377575,-51.55983638806021
arvoredo,SC,6,-27.078409010542018,-52.45510633727941
embauba,SP,6,-20.981449164220194,-48.83684003005532
bom jesus do amparo,MG,6,-19.70770771675895,-43.475249717636665
jussiape,BA,6,-13.51557450573152,-41.59306719942143
sao francisco do brejao,MA,6,-5.125625029862735,-47.3855129108041
sao bernardino,SC,6,-26.473330248769372,-52.96489272645473
montanhas,RN,6,-6.488351027917704,-35.287100288974536
tapinas,SP,6,-21.446557199012133,-48.78737039593602
santo hipolito,MG,6,-18.29686427547553,-44.22117018630988
jatauba,PE,6,-7.987393662317679,-36.496402368672854
sao benedito,MG,6,-18.83912726781643,-46.94672164246674
bandeirantes do tocantins,TO,6,-7.759597790519602,-48.57808559792473
jesupolis,GO,6,-15.95509837356633,-49.38438760792232
cravolandia,BA,6,-13.358401910184204,-39.81379177931384
cotegipe,BA,6,-11.979841005568474,-44.257830232786795
pirambu,SE,6,-10.738915617987436,-36.85682459718917
juripiranga,PB,6,-7.373340132679288,-35.23853209938073
inga,PB,6,-7.290068210889992,-35.606067849889854
sao patricio,GO,6,-15.35078170532946,-49.81908992928059
vila nelita,ES,6,-18.476713762810867,-41.018778463945885
vitoria do jari,AP,6,-0.9100904956856667,-52.42107094316748
visconde de maua,RJ,6,-22.32924291894599,-44.528515257625656
vista alegre,RS,5,-27.36975002826843,-53.49245145537992
aguas claras,RS,5,-28.00030351378292,-49.17546213298624
nova timboteua,PA,5,-1.178069256440176,-47.388712188171056
nova santa rita,PI,5,-8.074450129153925,-42.04957577845157
vila pereira,MG,5,-18.407156599891984,-41.145491463089485
jequia da praia,AL,5,-13.968997360514717,-39.19323994249441
desterro do melo,MG,5,-21.148926512528384,-43.51364099878391
boa esperanca,RJ,5,-22.75094838246097,-42.530624085106965
nova america,GO,5,-15.02206686103527,-49.893398070713395
sao jose do piaui,PI,5,-6.8610002585138385,-41.47857233723525
sao jose do inhacora,RS,5,-28.12096312877113,-54.049455762915116
cascalho rico,MG,5,-18.59563089297449,-47.88032204803273
sao jose dos cordeiros,PB,5,-7.40166930885011,-36.816975847308434
bela vista do maranhao,MA,5,-3.745510783287011,-45.26184452595952
barro preto,BA,5,-14.808885344555364,-39.47327128746456
pires ferreira,CE,5,-4.24777554668726,-40.63597751089965
jatoba,MA,5,-5.817969570467229,-44.22545752483588
coronel joao pessoa,RN,5,-6.269911522563417,-38.44684652249315
